system,sid,user,intent_NLU,intent_ASU,intent_DAC,entities,sys_intent,system_utt,info
SCHEMA,53512667,next option,next,-,O,{'name': 'Nanna Mexico'},inform,I would suggest Nanna Mexico.,-
SCHEMA,53512667,next option,next,-,O,{'name': 'Mr Taco Cambridge'},inform,I would suggest Mr Taco Cambridge.,-
SCHEMA,53512667,what is the address,-,request,IRq,"{'name': 'Mr Taco Cambridge', 'addr': '2 Ferrars Way'}",answer,The address of Mr Taco Cambridge is 2 Ferrars Way.,-
SCHEMA,53512667,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,29192668,i would like a restaurant for a romantic date,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,29192668,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,29192668,high end restaurant with steak,-,"('inform', 'inform')",SQ,"{'food': 'steakhouse', 'pricerange': 'expensive', 'name': 'River Bar Steakhouse & Grill'}",inform,River Bar Steakhouse & Grill is an expensive restaurant that serves steakhouse food. You can type 'next option' or another query.,['']
SCHEMA,29192668,next option,next,-,O,{'name': 'Mina Steakhouse'},inform,I would suggest Mina Steakhouse.,-
SCHEMA,29192668,next option,next,-,O,"{'name': ""Rocker's Steak House""}",inform,I would suggest Rocker's Steak House.,-
SCHEMA,29192668,what's the address,-,request,IRq,"{'name': ""Rocker's Steak House"", 'addr': '30 Clifton way Cambridge Leisure Park'}",answer,The address of Rocker's Steak House is 30 Clifton way Cambridge Leisure Park.,-
SCHEMA,29192668,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,30792669,i want cheap food in the east,-,"('inform', 'inform')",SQ,"{'pricerange': 'cheap', 'area': 'east', 'name': 'La Mimosa'}",inform,La Mimosa is a cheap restaurant in the east area. You can type 'next option' or another query.,['']
SCHEMA,30792669,next option,next,-,O,{'name': 'Cafe Foy'},inform,How about Cafe Foy?,-
SCHEMA,30792669,what kind of food is it,-,request,IRq,"{'name': 'Cafe Foy', 'food': 'Cafe, British, Contemporary and Wine Bar'}",answer,"Cafe Foy is a restaurant that serves Cafe, British, Contemporary and Wine Bar food.",-
SCHEMA,30792669,next option,next,-,O,"{'pricerange': 'cheap', 'area': 'east', 'name': 'Las Iguanas'}",inform,Las Iguanas is a cheap restaurant in the east area.,-
SCHEMA,30792669,what is las iguanas address,-,request,IRq,"{'name': 'Las Iguanas', 'addr': 'Quayside'}",answer,The address of Las Iguanas is Quayside.,-
SCHEMA,30792669,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,51732670,i'm looking for an american restaurant with nice decor and medium price range,-,inform,SQ,"{'pricerange': 'moderate', 'name': 'Bella Italia'}",inform,Bella Italia is a restaurant in the moderate price range. You can type 'next option' or another query.,['']
SCHEMA,51732670,i want a restaurant that serves american food,-,-,SQ,"{'pricerange': 'moderate', 'name': 'Bella Italia'}",inform,Bella Italia is a restaurant that is in the moderate price range. You can type 'next option' or another query.,['']
SCHEMA,51732670,next option,next,-,O,"{'pricerange': 'moderate', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a restaurant in the moderate price range.,-
SCHEMA,51732670,next option,next,-,O,"{'pricerange': 'moderate', 'name': ""Domino's Pizza""}",inform,Domino's Pizza is a restaurant in the moderate price range.,-
SCHEMA,51732670,what is the address of bella italia,-,request,IRq,"{'name': 'Bella Italia', 'addr': '14-16 Bridge Street'}",answer,The address of Bella Italia is 14-16 Bridge Street.,-
SCHEMA,51732670,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,27162672,i'd like expensive italian food,-,"('inform', 'inform')",SQ,"{'food': 'italian', 'pricerange': 'expensive', 'name': 'Prezzo - Cambridge'}",inform,Prezzo - Cambridge is an expensive restaurant serving italian food. You can type 'next option' or another query.,['']
SCHEMA,27162672,is it in the east,-,request,IRq,"{'name': 'Prezzo - Cambridge', 'area': 'centre'}",answer,Prezzo - Cambridge is a restaurant that is in the centre area.,-
SCHEMA,27162672,next option,next,-,O,"{'food': 'italian', 'pricerange': 'expensive', 'name': 'Carluccios - Cambridge'}",inform,Carluccios - Cambridge is an expensive restaurant that serves italian food.,-
SCHEMA,27162672,next option,next,-,O,"{'food': 'italian', 'pricerange': 'expensive', 'name': 'JGF - Jolly God of Flame Pizzeria'}",inform,JGF - Jolly God of Flame Pizzeria is an expensive restaurant serving italian food.,-
SCHEMA,27162672,what is the address for carluccios cambridge,-,request,IRq,"{'name': 'Carluccios - Cambridge', 'addr': '1 Fisher Square Corn Exchange Street Grand Arcade'}",answer,The address of Carluccios - Cambridge is 1 Fisher Square Corn Exchange Street Grand Arcade.,-
SCHEMA,27162672,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,42652673,i am need of a family place to take my kids. what is some good restaurants with burgers,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,42652673,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,42652673,a good burger restaurant,-,-,SQ,{},autoNegative,I did not quite catch that. Could you please rephrase?,-
SCHEMA,42652673,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,42652673,japanese,-,inform,SQ,"{'food': 'japanese', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a restaurant that serves japanese food. You can type 'next option' or another query.,['']
SCHEMA,42652673,next option,next,-,O,{'name': 'Sushimania Cambridge'},inform,How about Sushimania Cambridge?,-
SCHEMA,42652673,next option,next,-,O,{'name': 'Noodle Republic'},inform,How about Noodle Republic?,-
SCHEMA,42652673,what is the address for sticks n sushi,-,request,IRq,"{'name': 'Sushimania Cambridge', 'addr': ""9 Christ's Lane""}",answer,The address of Sushimania Cambridge is 9 Christ's Lane.,-
SCHEMA,42652673,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,33272675,i want to find a buffet to eat out with my family,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,33272675,my family and i are looking for a buffet,-,-,SQ,{},autoNegative,Could you please rephrase that?,-
SCHEMA,33272675,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
SCHEMA,33272675,my family and i are looking for an indian cuisine,-,inform,SQ,"{'food': 'indian', 'name': 'Curry Queen'}",inform,Curry Queen is a restaurant serving indian food. You can type 'next option' or another query.,['']
SCHEMA,33272675,next option,next,-,O,"{'name': ""Chutney Joe's Cambridge""}",inform,I would suggest Chutney Joe's Cambridge.,-
SCHEMA,33272675,next option,next,-,O,{'name': 'Arjuna Wholefoods'},inform,I would suggest Arjuna Wholefoods.,-
SCHEMA,33272675,does that place serve indian food,-,request,IRq,"{'name': 'Arjuna Wholefoods', 'food': 'Indian'}",answer,Arjuna Wholefoods is a restaurant that serves Indian food.,-
SCHEMA,33272675,"alright, what's their address",-,request,IRq,"{'name': 'Arjuna Wholefoods', 'addr': '12 Mill Road Pedestrians only'}",answer,The address of Arjuna Wholefoods is 12 Mill Road Pedestrians only.,-
SCHEMA,33272675,<hangup>,hangup,-,-,-,answer,<hangup>,-
SCHEMA,17352676,can you find me a restaurant of japanese food,-,inform,SQ,"{'food': 'japanese', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a restaurant that serves japanese food. You can type 'next option' or another query.,['']
SCHEMA,17352676,do they have undo,-,-,IRq,"{'food': 'japanese', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a restaurant that serves japanese food. You can type 'next option' or another query.,['']
SCHEMA,17352676,is there any japanese ramen restaurant around town,-,inform,SQ,"{'food': 'japanese', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a restaurant that serves japanese food. You can type 'next option' or another query.,['']
SCHEMA,17352676,ramen bar is there any in town,-,-,SQ,"{'food': 'japanese', 'name': ""Sticks'N'Sushi Cambridge""}",inform,Sticks'N'Sushi Cambridge is a restaurant serving japanese food. You can type 'next option' or another query.,['']
SCHEMA,17352676,what is the price range,-,request,IRq,"{'name': ""Sticks'N'Sushi Cambridge"", 'pricerange': 'moderate'}",answer,Sticks'N'Sushi Cambridge is a restaurant that is in the moderate price range.,-
SCHEMA,17352676,any expensive shushi restaurant around,-,inform,SQ,"{'food': 'japanese', 'pricerange': 'expensive', 'name': 'Sushimania Cambridge'}",inform,Sushimania Cambridge is an expensive restaurant that serves japanese food. You can type 'next option' or another query.,['']
SCHEMA,17352676,any economic japanese restaurant in the north side of town,-,"('inform', 'inform')",SQ,"{'food': 'japanese', 'pricerange': 'expensive', 'area': 'north', 'name': 'none'}",inform,There are no expensive restaurants in the north area.,-
SCHEMA,17352676,what is the address of sushimania cambridge,-,request,IRq,"{'name': 'Sushimania Cambridge', 'addr': ""9 Christ's Lane""}",answer,The address of Sushimania Cambridge is 9 Christ's Lane.,-
SCHEMA,17352676,phone#,-,request,IRq,"{'name': 'Sushimania Cambridge', 'phone': '+44 1223 751515'}",answer,The phone number of Sushimania Cambridge is +44 1223 751515.,-
SCHEMA,17352676,any korean food around town,-,inform,SQ,"{'food': 'korean', 'pricerange': 'expensive', 'area': 'north', 'name': 'none'}",inform,There are no expensive restaurants in the north area.,-
SCHEMA,17352676,korean restaurant around town,-,inform,SQ,"{'food': 'korean', 'pricerange': 'expensive', 'area': 'north', 'name': 'none'}",inform,There are no expensive restaurants in the north area.,-
SCHEMA,17352676,<hangup>,hangup,-,-,-,inform,<hangup>,-
SCHEMA,37272678,ice cream,-,-,SQ,{},autoNegative,"Sorry, I don't understand. Please rephrase your utterance.",-
SCHEMA,37272678,north,-,inform,SQ,"{'area': 'north', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant in the north area. You can type 'next option' or another query.,['']
SCHEMA,37272678,centre,-,inform,SQ,"{'area': 'centre', 'name': 'Varsity'}",inform,Varsity is a restaurant that is in the centre area. You can type 'next option' or another query.,['']
SCHEMA,37272678,price,-,request,SQ,"{'name': 'Varsity', 'pricerange': 'cheap'}",answer,Varsity is a restaurant in the cheap price range.,-
SCHEMA,37272678,south,-,inform,SQ,"{'area': 'south', 'name': 'Il Panzarotto'}",inform,Il Panzarotto is a restaurant in the south area. You can type 'next option' or another query.,['']
SCHEMA,37272678,price,-,request,SQ,"{'name': 'Il Panzarotto', 'pricerange': 'cheap'}",answer,Il Panzarotto is a restaurant that is cheap.,-
SCHEMA,37272678,phone,-,request,IRq,"{'name': 'Il Panzarotto', 'phone': '+44 7838 164894'}",answer,The phone number of Il Panzarotto is +44 7838 164894.,-
SCHEMA,37272678,address,-,request,IRq,"{'name': 'Il Panzarotto', 'addr': 'Market Square'}",answer,The address of Il Panzarotto is Market Square.,-
SCHEMA,37272678,i'll go with that! thanks,thanking,-,O,{},acceptThanking,My pleasure.,-
SCHEMA,37272678,<hangup>,hangup,-,-,-,acceptThanking,<hangup>,-
SCHEMA,32442679,i am looking for a cheap italian restaurant,-,"('inform', 'inform')",SQ,"{'food': 'italian', 'pricerange': 'cheap', 'name': 'La Mimosa'}",inform,La Mimosa is a cheap restaurant that serves italian food. You can type 'next option' or another query.,['']
SCHEMA,32442679,how much does it cost,-,request,IRq,"{'name': 'La Mimosa', 'pricerange': 'cheap'}",answer,La Mimosa is a restaurant in the cheap price range.,-
SCHEMA,32442679,what food do they serve,-,request,IRq,"{'name': 'La Mimosa', 'food': 'Italian and Pizza'}",answer,La Mimosa is a restaurant serving Italian and Pizza food.,-
SCHEMA,32442679,what other italian restaurants are there,-,inform,SQ,"{'food': 'italian', 'pricerange': 'cheap', 'name': 'La Mimosa'}",inform,La Mimosa is a cheap restaurant that serves italian food. You can type 'next option' or another query.,['']
SCHEMA,32442679,next option,next,-,O,"{'food': 'italian', 'pricerange': 'cheap', 'name': 'Il Panzarotto'}",inform,Il Panzarotto is a cheap restaurant that serves italian food.,-
SCHEMA,32442679,where are they located,-,request,IRq,"{'name': 'Il Panzarotto', 'area': 'south'}",answer,Il Panzarotto is a restaurant that is in the south area.,-
SCHEMA,32442679,what is the address,-,request,IRq,"{'name': 'Il Panzarotto', 'addr': 'Market Square'}",answer,The address of Il Panzarotto is Market Square.,-
SCHEMA,32442679,what food do they serve,-,request,IRq,"{'name': 'Il Panzarotto', 'food': 'Italian and European'}",answer,Il Panzarotto is a restaurant that serves Italian and European food.,-
SCHEMA,32442679,is it good for families,-,-,IRq,"{'food': 'italian', 'pricerange': 'cheap', 'name': 'La Mimosa'}",inform,La Mimosa is a cheap restaurant serving italian food. You can type 'next option' or another query.,['']
SCHEMA,32442679,next option,next,-,O,"{'food': 'italian', 'pricerange': 'cheap', 'name': 'Il Panzarotto'}",inform,Il Panzarotto is a cheap restaurant that serves italian food.,-
SCHEMA,32442679,next option,next,-,O,"{'food': 'italian', 'pricerange': 'cheap', 'name': 'Pizza1889'}",inform,Pizza1889 is a cheap restaurant that serves italian food.,-
SCHEMA,32442679,what do they serve,-,request,IRq,"{'name': 'Pizza1889', 'food': 'Italian and Pizza'}",answer,Pizza1889 is a restaurant serving Italian and Pizza food.,-
SCHEMA,32442679,what is the address,-,request,IRq,"{'name': 'Pizza1889', 'addr': 'Cambridge Leisure Park, Clifton Road'}",answer,"The address of Pizza1889 is Cambridge Leisure Park, Clifton Road.",-
SCHEMA,32442679,can i bring children there,-,-,IRq,"{'food': 'italian', 'pricerange': 'cheap', 'name': 'La Mimosa'}",inform,La Mimosa is a cheap restaurant serving italian food. You can type 'next option' or another query.,['']
SCHEMA,32442679,where is la mimosa located,-,request,IRq,"{'name': 'La Mimosa', 'area': 'east'}",answer,La Mimosa is a restaurant in the east area.,-
SCHEMA,32442679,what is the address,-,request,IRq,"{'name': 'La Mimosa', 'addr': 'La Mimosa Thompsons Lane'}",answer,The address of La Mimosa is La Mimosa Thompsons Lane.,-
SCHEMA,32442679,thank you,thanking,-,O,{},acceptThanking,Happy to help.,-
SCHEMA,32442679,<hangup>,hangup,-,-,-,acceptThanking,<hangup>,-
SCHEMA,20452681,west,-,inform,SQ,"{'area': 'west', 'name': 'West Café'}",inform,West CafÃ© is a restaurant that is in the west area. You can type 'next option' or another query.,['']
SCHEMA,20452681,price,-,request,SQ,"{'name': 'West Café', 'pricerange': 'cheap'}",answer,West CafÃ© is a restaurant that is in the cheap price range.,-
SCHEMA,20452681,east,-,inform,SQ,"{'area': 'east', 'name': 'The Corner House'}",inform,The Corner House is a restaurant in the east area. You can type 'next option' or another query.,['']
SCHEMA,20452681,price,-,request,SQ,"{'name': 'The Corner House', 'pricerange': 'expensive'}",answer,The Corner House is a restaurant that is expensive.,-
SCHEMA,20452681,north,-,inform,SQ,"{'area': 'north', 'name': 'Cook 4 me'}",inform,Cook 4 me is a restaurant that is in the north area. You can type 'next option' or another query.,['']
SCHEMA,20452681,price,-,request,SQ,"{'name': 'Cook 4 me', 'pricerange': 'cheap'}",answer,Cook 4 me is a restaurant in the cheap price range.,-
SCHEMA,20452681,what is the corner house number,-,request,IRq,"{'name': 'The Corner House', 'phone': '+44 1223 352047'}",answer,The phone number of The Corner House is +44 1223 352047.,-
SCHEMA,20452681,address,-,request,IRq,"{'name': 'The Corner House', 'addr': '231 Newmarket Road'}",answer,The address of The Corner House is 231 Newmarket Road.,-
SCHEMA,20452681,thanks,thanking,-,O,{},acceptThanking,Happy to help.,-
SCHEMA,20452681,<hangup>,hangup,-,-,-,acceptThanking,<hangup>,-
SCHEMA,33902683,what is a good chinese restaurant in the centre of the city,-,"('inform', 'inform')",SQ,"{'food': 'chinese', 'area': 'centre', 'name': '72.China'}",inform,72.China is a restaurant in the centre area that serves chinese food. You can type 'next option' or another query.,['']
SCHEMA,33902683,what is the price range,-,request,IRq,"{'name': '72.China', 'pricerange': 'expensive'}",answer,72.China is a restaurant that is in the expensive price range.,-
